image_id,image_path,dataset,label,split
aptos_222d0ac042b4,data/raw/aptos/train_images/train_images/222d0ac042b4.png,aptos,2,train
aptos_222f3ee3a1e8,data/raw/aptos/train_images/train_images/222f3ee3a1e8.png,aptos,4,train
aptos_22325552a4e3,data/raw/aptos/train_images/train_images/22325552a4e3.png,aptos,1,train
aptos_2241b7e90782,data/raw/aptos/train_images/train_images/2241b7e90782.png,aptos,2,train
aptos_22449af52060,data/raw/aptos/train_images/train_images/22449af52060.png,aptos,0,train
aptos_224bb938e2dd,data/raw/aptos/train_images/train_images/224bb938e2dd.png,aptos,2,train
aptos_224c14366e11,data/raw/aptos/train_images/train_images/224c14366e11.png,aptos,0,train
aptos_226c6ceb9185,data/raw/aptos/train_images/train_images/226c6ceb9185.png,aptos,0,train
aptos_22895c89792f,data/raw/aptos/train_images/train_images/22895c89792f.png,aptos,4,train
aptos_22a6da005395,data/raw/aptos/train_images/train_images/22a6da005395.png,aptos,1,train
aptos_22ce8ef69357,data/raw/aptos/train_images/train_images/22ce8ef69357.png,aptos,2,train
aptos_22d843b2bbd1,data/raw/aptos/train_images/train_images/22d843b2bbd1.png,aptos,0,train
aptos_23148a40ecb0,data/raw/aptos/train_images/train_images/23148a40ecb0.png,aptos,2,train
aptos_23175b7ef453,data/raw/aptos/train_images/train_images/23175b7ef453.png,aptos,2,train
aptos_232549883508,data/raw/aptos/train_images/train_images/232549883508.png,aptos,2,train
aptos_233d948e2544,data/raw/aptos/train_images/train_images/233d948e2544.png,aptos,0,train
aptos_234399352d36,data/raw/aptos/train_images/train_images/234399352d36.png,aptos,2,train
aptos_236f56771ec6,data/raw/aptos/train_images/train_images/236f56771ec6.png,aptos,2,train
aptos_2376e5415458,data/raw/aptos/train_images/train_images/2376e5415458.png,aptos,2,train
aptos_237aa50edc34,data/raw/aptos/train_images/train_images/237aa50edc34.png,aptos,0,train
aptos_237c078d00fc,data/raw/aptos/train_images/train_images/237c078d00fc.png,aptos,3,train
aptos_2399d68d407f,data/raw/aptos/train_images/train_images/2399d68d407f.png,aptos,0,train
aptos_239f2c348ea4,data/raw/aptos/train_images/train_images/239f2c348ea4.png,aptos,2,train
aptos_23d7ca170bdb,data/raw/aptos/train_images/train_images/23d7ca170bdb.png,aptos,2,train
aptos_23fca0693e2a,data/raw/aptos/train_images/train_images/23fca0693e2a.png,aptos,2,train
aptos_2408799a09b2,data/raw/aptos/train_images/train_images/2408799a09b2.png,aptos,0,train
aptos_240b25a7debe,data/raw/aptos/train_images/train_images/240b25a7debe.png,aptos,0,train
aptos_242fc19be06f,data/raw/aptos/train_images/train_images/242fc19be06f.png,aptos,0,train
aptos_2463bb04ebc3,data/raw/aptos/train_images/train_images/2463bb04ebc3.png,aptos,2,train
aptos_246e4506824a,data/raw/aptos/train_images/train_images/246e4506824a.png,aptos,2,train
aptos_247ac63e5510,data/raw/aptos/train_images/train_images/247ac63e5510.png,aptos,4,train
aptos_247e98aba610,data/raw/aptos/train_images/train_images/247e98aba610.png,aptos,4,train
aptos_248139c423c4,data/raw/aptos/train_images/train_images/248139c423c4.png,aptos,1,train
aptos_248dec89b3a2,data/raw/aptos/train_images/train_images/248dec89b3a2.png,aptos,0,train
aptos_24b87f744598,data/raw/aptos/train_images/train_images/24b87f744598.png,aptos,3,train
aptos_24b943fe725e,data/raw/aptos/train_images/train_images/24b943fe725e.png,aptos,1,train
aptos_24de56d433cd,data/raw/aptos/train_images/train_images/24de56d433cd.png,aptos,0,train
aptos_24f271c87e73,data/raw/aptos/train_images/train_images/24f271c87e73.png,aptos,0,train
aptos_24f3e70f0419,data/raw/aptos/train_images/train_images/24f3e70f0419.png,aptos,0,train
aptos_25002fe43f92,data/raw/aptos/train_images/train_images/25002fe43f92.png,aptos,2,train
aptos_252305189b3a,data/raw/aptos/train_images/train_images/252305189b3a.png,aptos,0,train
aptos_2532613a584a,data/raw/aptos/train_images/train_images/2532613a584a.png,aptos,2,train
aptos_253e96488cfb,data/raw/aptos/train_images/train_images/253e96488cfb.png,aptos,0,train
aptos_254052cf3e48,data/raw/aptos/train_images/train_images/254052cf3e48.png,aptos,4,train
aptos_2585bbc91909,data/raw/aptos/train_images/train_images/2585bbc91909.png,aptos,0,train
aptos_259d30f693b6,data/raw/aptos/train_images/train_images/259d30f693b6.png,aptos,1,train
aptos_25a0a1e41afd,data/raw/aptos/train_images/train_images/25a0a1e41afd.png,aptos,0,train
aptos_25b0e72705a8,data/raw/aptos/train_images/train_images/25b0e72705a8.png,aptos,3,train
aptos_25b4080f598b,data/raw/aptos/train_images/train_images/25b4080f598b.png,aptos,0,train
aptos_25d069089c5e,data/raw/aptos/train_images/train_images/25d069089c5e.png,aptos,4,train
aptos_25dc1b41ed9c,data/raw/aptos/train_images/train_images/25dc1b41ed9c.png,aptos,2,train
aptos_25e9fd872182,data/raw/aptos/train_images/train_images/25e9fd872182.png,aptos,1,train
aptos_2608e1dac5b1,data/raw/aptos/train_images/train_images/2608e1dac5b1.png,aptos,2,train
aptos_260a455692b5,data/raw/aptos/train_images/train_images/260a455692b5.png,aptos,0,train
aptos_261c6bd63bff,data/raw/aptos/train_images/train_images/261c6bd63bff.png,aptos,2,train
aptos_2628305cbb29,data/raw/aptos/train_images/train_images/2628305cbb29.png,aptos,4,train
aptos_262ad704319c,data/raw/aptos/train_images/train_images/262ad704319c.png,aptos,4,train
aptos_263d8851e33b,data/raw/aptos/train_images/train_images/263d8851e33b.png,aptos,0,train
aptos_26453eb7e989,data/raw/aptos/train_images/train_images/26453eb7e989.png,aptos,2,train
aptos_26463a5fb949,data/raw/aptos/train_images/train_images/26463a5fb949.png,aptos,4,train
aptos_2665f72e2dd3,data/raw/aptos/train_images/train_images/2665f72e2dd3.png,aptos,3,train
aptos_266fbefa58fb,data/raw/aptos/train_images/train_images/266fbefa58fb.png,aptos,0,train
aptos_2682e6da9050,data/raw/aptos/train_images/train_images/2682e6da9050.png,aptos,0,train
aptos_26999ebc21de,data/raw/aptos/train_images/train_images/26999ebc21de.png,aptos,2,train
aptos_269b44e628eb,data/raw/aptos/train_images/train_images/269b44e628eb.png,aptos,3,train
aptos_269f0792f11f,data/raw/aptos/train_images/train_images/269f0792f11f.png,aptos,2,train
aptos_26cd40b57ad1,data/raw/aptos/train_images/train_images/26cd40b57ad1.png,aptos,0,train
aptos_26d60db3bbfd,data/raw/aptos/train_images/train_images/26d60db3bbfd.png,aptos,0,train
aptos_26d9576e8043,data/raw/aptos/train_images/train_images/26d9576e8043.png,aptos,0,train
aptos_26e231747848,data/raw/aptos/train_images/train_images/26e231747848.png,aptos,2,train
aptos_26fc2358a38d,data/raw/aptos/train_images/train_images/26fc2358a38d.png,aptos,0,train
aptos_2700754f71e9,data/raw/aptos/train_images/train_images/2700754f71e9.png,aptos,2,train
aptos_272d9c043c81,data/raw/aptos/train_images/train_images/272d9c043c81.png,aptos,2,train
aptos_2735be026d44,data/raw/aptos/train_images/train_images/2735be026d44.png,aptos,2,train
aptos_274f4de2a59d,data/raw/aptos/train_images/train_images/274f4de2a59d.png,aptos,0,train
aptos_274f5029189b,data/raw/aptos/train_images/train_images/274f5029189b.png,aptos,1,train
aptos_276b14f72328,data/raw/aptos/train_images/train_images/276b14f72328.png,aptos,0,train
aptos_2776d70724d3,data/raw/aptos/train_images/train_images/2776d70724d3.png,aptos,2,train
aptos_278aa860dffd,data/raw/aptos/train_images/train_images/278aa860dffd.png,aptos,1,train
aptos_27933cdbe0cc,data/raw/aptos/train_images/train_images/27933cdbe0cc.png,aptos,0,train
aptos_27b68863349f,data/raw/aptos/train_images/train_images/27b68863349f.png,aptos,2,train
aptos_27bab1432f61,data/raw/aptos/train_images/train_images/27bab1432f61.png,aptos,2,train
aptos_27e2be850a99,data/raw/aptos/train_images/train_images/27e2be850a99.png,aptos,4,train
aptos_27e4c800a449,data/raw/aptos/train_images/train_images/27e4c800a449.png,aptos,1,train
aptos_27f82ada84ac,data/raw/aptos/train_images/train_images/27f82ada84ac.png,aptos,0,train
aptos_27fca9f12b3c,data/raw/aptos/train_images/train_images/27fca9f12b3c.png,aptos,2,train
aptos_281d7b7c7676,data/raw/aptos/train_images/train_images/281d7b7c7676.png,aptos,4,train
aptos_2821998fc002,data/raw/aptos/train_images/train_images/2821998fc002.png,aptos,0,train
aptos_282bc792d23a,data/raw/aptos/train_images/train_images/282bc792d23a.png,aptos,2,train
aptos_283c3aeba594,data/raw/aptos/train_images/train_images/283c3aeba594.png,aptos,0,train
aptos_28503940d10b,data/raw/aptos/train_images/train_images/28503940d10b.png,aptos,0,train
aptos_286e9981dd9b,data/raw/aptos/train_images/train_images/286e9981dd9b.png,aptos,0,train
aptos_28751f290ba3,data/raw/aptos/train_images/train_images/28751f290ba3.png,aptos,0,train
aptos_28824d12d31d,data/raw/aptos/train_images/train_images/28824d12d31d.png,aptos,2,train
aptos_289a47dcbb82,data/raw/aptos/train_images/train_images/289a47dcbb82.png,aptos,0,train
aptos_28a4d00927b7,data/raw/aptos/train_images/train_images/28a4d00927b7.png,aptos,2,train
aptos_28dc010a0780,data/raw/aptos/train_images/train_images/28dc010a0780.png,aptos,0,train
aptos_28f73575e1f2,data/raw/aptos/train_images/train_images/28f73575e1f2.png,aptos,0,train
aptos_28f93cad89c5,data/raw/aptos/train_images/train_images/28f93cad89c5.png,aptos,2,train
aptos_28f98cfe3858,data/raw/aptos/train_images/train_images/28f98cfe3858.png,aptos,1,train
aptos_290ecdba359f,data/raw/aptos/train_images/train_images/290ecdba359f.png,aptos,2,train
aptos_29192375ab1b,data/raw/aptos/train_images/train_images/29192375ab1b.png,aptos,0,train
aptos_291e2ff3d834,data/raw/aptos/train_images/train_images/291e2ff3d834.png,aptos,2,train
aptos_291f581d365e,data/raw/aptos/train_images/train_images/291f581d365e.png,aptos,0,train
aptos_2923971566fe,data/raw/aptos/train_images/train_images/2923971566fe.png,aptos,0,train
aptos_2927665214e1,data/raw/aptos/train_images/train_images/2927665214e1.png,aptos,0,train
aptos_29580bed2f7d,data/raw/aptos/train_images/train_images/29580bed2f7d.png,aptos,2,train
aptos_295fdc964f6e,data/raw/aptos/train_images/train_images/295fdc964f6e.png,aptos,2,train
aptos_2967e578939f,data/raw/aptos/train_images/train_images/2967e578939f.png,aptos,2,train
aptos_2974c6ad1d58,data/raw/aptos/train_images/train_images/2974c6ad1d58.png,aptos,0,train
aptos_299086c6d1b5,data/raw/aptos/train_images/train_images/299086c6d1b5.png,aptos,3,train
aptos_2994f17f58a5,data/raw/aptos/train_images/train_images/2994f17f58a5.png,aptos,1,train
aptos_29a13e666266,data/raw/aptos/train_images/train_images/29a13e666266.png,aptos,0,train
aptos_29b52f64d2db,data/raw/aptos/train_images/train_images/29b52f64d2db.png,aptos,1,train
aptos_29bc0e721cfe,data/raw/aptos/train_images/train_images/29bc0e721cfe.png,aptos,4,train
aptos_29d059522fa1,data/raw/aptos/train_images/train_images/29d059522fa1.png,aptos,0,train
aptos_29f44aea93a4,data/raw/aptos/train_images/train_images/29f44aea93a4.png,aptos,2,train
aptos_29f9e1ac9507,data/raw/aptos/train_images/train_images/29f9e1ac9507.png,aptos,0,train
aptos_2a08ed6bbcbc,data/raw/aptos/train_images/train_images/2a08ed6bbcbc.png,aptos,1,train
aptos_2a099b247b10,data/raw/aptos/train_images/train_images/2a099b247b10.png,aptos,2,train
aptos_2a2274bcb00a,data/raw/aptos/train_images/train_images/2a2274bcb00a.png,aptos,0,train
aptos_2a2a6435f7f3,data/raw/aptos/train_images/train_images/2a2a6435f7f3.png,aptos,0,train
aptos_2a3378bcfbcc,data/raw/aptos/train_images/train_images/2a3378bcfbcc.png,aptos,2,train
aptos_2a3a1ed1c285,data/raw/aptos/train_images/train_images/2a3a1ed1c285.png,aptos,2,train
aptos_2a4520f1f9a3,data/raw/aptos/train_images/train_images/2a4520f1f9a3.png,aptos,0,train
aptos_2a47e5b21791,data/raw/aptos/train_images/train_images/2a47e5b21791.png,aptos,2,train
aptos_2a5a8b744f08,data/raw/aptos/train_images/train_images/2a5a8b744f08.png,aptos,2,train
aptos_2a7373eeb352,data/raw/aptos/train_images/train_images/2a7373eeb352.png,aptos,0,train
aptos_2a8a9e957a6c,data/raw/aptos/train_images/train_images/2a8a9e957a6c.png,aptos,1,train
aptos_2a93334f663a,data/raw/aptos/train_images/train_images/2a93334f663a.png,aptos,0,train
aptos_2af1bf226f51,data/raw/aptos/train_images/train_images/2af1bf226f51.png,aptos,2,train
aptos_2b074afdf626,data/raw/aptos/train_images/train_images/2b074afdf626.png,aptos,2,train
aptos_2b07790a2422,data/raw/aptos/train_images/train_images/2b07790a2422.png,aptos,2,train
aptos_2b10f138e67d,data/raw/aptos/train_images/train_images/2b10f138e67d.png,aptos,0,train
aptos_2b21d293fdf2,data/raw/aptos/train_images/train_images/2b21d293fdf2.png,aptos,2,train
aptos_2b2f5a0f880d,data/raw/aptos/train_images/train_images/2b2f5a0f880d.png,aptos,0,train
aptos_2b3a4a81d748,data/raw/aptos/train_images/train_images/2b3a4a81d748.png,aptos,0,train
aptos_2b48daf24be0,data/raw/aptos/train_images/train_images/2b48daf24be0.png,aptos,3,train
aptos_2b4c7b5f1f1e,data/raw/aptos/train_images/train_images/2b4c7b5f1f1e.png,aptos,0,train
aptos_2b5bb6d33959,data/raw/aptos/train_images/train_images/2b5bb6d33959.png,aptos,0,train
aptos_2b88cb6e31cd,data/raw/aptos/train_images/train_images/2b88cb6e31cd.png,aptos,2,train
aptos_2ba0b0d9bda2,data/raw/aptos/train_images/train_images/2ba0b0d9bda2.png,aptos,2,train
aptos_2bb063318cf1,data/raw/aptos/train_images/train_images/2bb063318cf1.png,aptos,3,train
aptos_2bb3c492d6d3,data/raw/aptos/train_images/train_images/2bb3c492d6d3.png,aptos,0,train
aptos_2bbcfdc477db,data/raw/aptos/train_images/train_images/2bbcfdc477db.png,aptos,4,train
aptos_2bbd1f99ecc3,data/raw/aptos/train_images/train_images/2bbd1f99ecc3.png,aptos,3,train
aptos_2bd4d4fbed5c,data/raw/aptos/train_images/train_images/2bd4d4fbed5c.png,aptos,2,train
aptos_2c1d5be654dd,data/raw/aptos/train_images/train_images/2c1d5be654dd.png,aptos,2,train
aptos_2c2aa057afc5,data/raw/aptos/train_images/train_images/2c2aa057afc5.png,aptos,2,train
aptos_2c77bf969079,data/raw/aptos/train_images/train_images/2c77bf969079.png,aptos,0,train
aptos_2c8101f14723,data/raw/aptos/train_images/train_images/2c8101f14723.png,aptos,0,train
aptos_2c827005b8f8,data/raw/aptos/train_images/train_images/2c827005b8f8.png,aptos,0,train
aptos_2c9dfc270f1b,data/raw/aptos/train_images/train_images/2c9dfc270f1b.png,aptos,0,train
aptos_2cacdb0dffae,data/raw/aptos/train_images/train_images/2cacdb0dffae.png,aptos,0,train
aptos_2cbfc6182ba2,data/raw/aptos/train_images/train_images/2cbfc6182ba2.png,aptos,2,train
aptos_2cceb07ff706,data/raw/aptos/train_images/train_images/2cceb07ff706.png,aptos,2,train
aptos_2cdcc910778d,data/raw/aptos/train_images/train_images/2cdcc910778d.png,aptos,0,train
aptos_2cef97083e6f,data/raw/aptos/train_images/train_images/2cef97083e6f.png,aptos,2,train
aptos_2cf18033da31,data/raw/aptos/train_images/train_images/2cf18033da31.png,aptos,0,train
aptos_2cfe8703f265,data/raw/aptos/train_images/train_images/2cfe8703f265.png,aptos,0,train
aptos_2d04cead4d3a,data/raw/aptos/train_images/train_images/2d04cead4d3a.png,aptos,0,train
aptos_2d07162a13b1,data/raw/aptos/train_images/train_images/2d07162a13b1.png,aptos,0,train
aptos_2d3f4094c08a,data/raw/aptos/train_images/train_images/2d3f4094c08a.png,aptos,0,train
aptos_2d552318eb07,data/raw/aptos/train_images/train_images/2d552318eb07.png,aptos,2,train
aptos_2d558de2cabe,data/raw/aptos/train_images/train_images/2d558de2cabe.png,aptos,0,train
aptos_2d7666b8884f,data/raw/aptos/train_images/train_images/2d7666b8884f.png,aptos,1,train
aptos_2d870833c0c9,data/raw/aptos/train_images/train_images/2d870833c0c9.png,aptos,2,train
aptos_2d9d97a6e713,data/raw/aptos/train_images/train_images/2d9d97a6e713.png,aptos,1,train
aptos_2da82d14e1b7,data/raw/aptos/train_images/train_images/2da82d14e1b7.png,aptos,0,train
aptos_2db0cd3e30da,data/raw/aptos/train_images/train_images/2db0cd3e30da.png,aptos,0,train
aptos_2dc647e00ad3,data/raw/aptos/train_images/train_images/2dc647e00ad3.png,aptos,0,train
aptos_2dd28ac497d2,data/raw/aptos/train_images/train_images/2dd28ac497d2.png,aptos,0,train
